character,universe,page_length
priscilla_kitaen,wildc_a_t_s_tv_series,356484
pulsar_stargrave,pre_zero_hour,366147
quantum_queen,pre_zero_hour,351777
queen_bee,dc_unchained,358508
quell_mordeth,prime_earth,355419
quetzlotl,new_earth,353956
rachel_berkowitz,new_earth,353611
rachel_berkowitz,prime_earth,381785
radiant,new_earth,351064
radioactive_man,earth_s,351614
rainbow_creature,prime_earth,355042
rakshasi,prime_earth,350460
raptor_armor,raptor_armo,349233
ray_sah,pre_zero_hour,356356
raymond_terrill,dcau,352826
rebecca_jones,thunder_lightning_shorts,356385
red_death,new_earth,349455
reiser,prime_earth,376931
rexa_macksdotter,earth_abc,354915
robert_connors,impact,356179
robinbot,prime_earth,361335
roderick_rose,dcau,359642
ronzin_daark,new_earth,348714
roy_lincoln,earth_22,353136
roy_raymond_jr,new_earth,376533
saber,new_earth,350128
salah_miandad,new_earth,365830
samuel_benjamin,new_earth,351342
sarya,pre_zero_hour,379886
satan,earth_s,359938
scar,new_earth,371225
scott_fischer,new_earth,361981
scott_fischer,prime_earth,365944
scott_free,new_earth,388291
sebastian_blood_viii,new_earth,365269
see_more,teen_titans_tv_series,355951
seong_barclay,new_earth,354375
serafina_baldaur,prime_earth,373519
seraph,new_earth,356963
shadowstryke,new_earth,351542
shaolin_robot,new_earth,357653
shayne_j_onzz,sixth_dimension,365789
simon_ecks,new_earth,362662
simon_valentine,new_earth,354272
sis,new_earth,354730
slaughterhouse_smith,wildstorm_universe,361812
sodom,new_earth,358345
solar_dynamo,new_earth,352720
solaris,dc_one_million,369539
solis,dcau,352704
solis,earth_1198,367368
sonja,new_earth,361388
sparkler,new_earth,354042
stanley_silver,new_earth,367188
starbright,pre_zero_hour,347221
starlight,pre_zero_hour,347224
steel_s_armor,steel_s_armo,368062
strobe,new_earth,360480
summer_swan,wildstorm_universe,357678
sun_sphere,earth_one,351587
sunspot,new_earth,353456
superdoom,earth_45,359924
supergirl_vol_2_21,supergirl_vol_2_2,363146
superman_special_vol_1_1,superman_special_vol_1,369145
sylvester_pemberton,smallville,367127
takeo_sato,new_earth,357785
takeo_sato,superboy_tv_series,357936
tara,superboy_tv_series,354964
tara_markov,new_earth,378336
taser,post_zero_hour,351898
teether,teen_titans_tv_series,352860
tel_vole,pre_zero_hour,354654
tenzil_kem,pre_zero_hour,388506
teth_adam,dceased,379019
the_hands,the_hand,354938
theodore_adam,dc_bombshells,361595
theta,new_earth,354457
thinker_artificial_intelligence,new_earth,370336
thom_kallor,earth_prime,360072
thomas_corbett,new_earth,368065
thomas_hague,dakotaverse,360975
thomas_n_thomas,new_earth,369933
timebomb,new_earth,351993
tinderbox,prime_earth,351603
titano,justice_league_action,357929
tnteena,tiny_titans,355607
todd_rice,dcau,350018
toshiro_misawa,wildstorm_universe,382362
toto,filmation_adventures,356652
trojan,new_earth,351123
troy_stewart,earth_prime,353087
troy_stewart,pre_zero_hour,385639
tunguska,prime_earth,372382
tyson_sykes,black_lightning_tv_series,371747
ultra_humanite_ii,prime_earth,367030
uno,dcau,353170
uno,new_earth,381878
ur,the_brave_and_the_bold,349601
validus,legion_of_super_heroes_tv_series,351613
violet_harper,prime_earth,373758
vril_dox,futures_end,365961
whisper_a_daire,new_earth,368608
wi_kan_muur,pre_zero_hour,353206
wildstar,superboy_tv_series,353996
william_jensen,earth_two,357835
william_payton,new_earth,362910
x_hal,new_earth,359063
x_hal,prime_earth,351708
xotar,prime_earth,358445
yatini,new_earth,350213
yuri,dcau,354111
zamarons,zamaron,365185
zatanna_zatara,dc_animated_movie_universe,358757
zatanna_zatara,dc_legends,357267
zatanna_zatara,injustice,372975
zaxton_regulus,pre_zero_hour,352695
zond,earth_one,379363
zot,prime_earth,350727
abraham_attah,prime_earth,359004
bridgit_pike,prime_earth,358611
deadline,new_earth,372076
deborah_morgna,new_earth,364155
deceilia,prime_earth,381966
dinah_drake,prime_earth,449076
edwin_alva,dakotaverse,374093
jared_stevens,new_earth,359329
john_henry_irons,prime_earth,398130
joker,earth_16,364374
justin_ballantine,new_earth,372198
legion,new_earth,357467
rot_lop_fan,the_nail,357924
shaggy_man,prime_earth,371079
slag,dakotaverse,375656
artemis,tempest_tossed,374688
black_cloud_in_morning,new_earth,368064
damon_briggs,dakotaverse,367526
doctor_echo,new_earth,352045
fatherbox,fatherbo,355150
gerard_shugel,new_earth,360095
hal_jordan,justice_league_3,371498
henry_henshaw,prime_earth,378307
henry_henshaw,world_without_young_justice,351912
jonni_thunder,new_earth,359021
lex_luthor,superboy_s_legion,368758
norka,new_earth,361459
pui_chung,dakotaverse,360854
regulator_ii,new_earth,349490
somi_gan,pre_zero_hour,351576
vincent_cade,earth_8,361657
william_glenmorgan,prime_earth,356442
ace_the_bat_hound,dc_super_hero_girls_tv_series,355994
alec_abrams,smallville,370471
bellerophon,new_earth,361918
byth_rok,earth_one,362560
byth_rok,new_earth,371445
clark_kent,secret_identity,359052
corla_tavo,earth_one,358613
demons,demon,378526
diana_of_paradise_island,earth_two,423072
edmund_dorrance,soul_of_the_dragon,355832
emily_phan,arrowverse,359311
fel_andar,new_earth,376059
fell_andar,earth_one,369827
galatea,dcau,369179
hartley_rathaway,arrowverse,373611
hartley_rathaway,new_earth,387904
heimdall,new_earth,349697
irma_sayres,arrowverse,366570
kal_el,earth_1863,359245
kal_el,filmation_adventures,364000
kal_el,the_adventures_of_superboy_1961_pilot,357579
kelvin_mao,new_earth,372220
khfeurb_chee_bez,pre_zero_hour,351559
kyle_cushing,arrowverse,362858
laurel_gand,post_zero_hour,394991
lobo,prime_earth,390145
long_shadow,dcau,356845
lucas_trent,the_wild_storm,362241
lx_15,smallville,377212
paran_katar,earth_one,351250
peter_moran,wildstorm_universe,355555
peter_platinum,dc_one_million,360344
pup_pup,prime_earth,356472
rebecca_langstrom,new_earth,355934
robot_32198,new_earth,366085
roger_rabbit,earth_c,357662
shayera_hol,lego_batman,372021
slade_wilson,titans_tv_series,391792
streaky,justice_league_action,385851
streaky,scooby_doo_team_up,383428
sumo,new_earth,365701
super_woman,earth_three,375747
superman_vol_1_4_1,superman_vol_1_4,369791
superman_vol_1_4_6,superman_vol_1_4,373068
superman_vol_1_4_9,superman_vol_1_4,378008
superman_vol_1_412,superman_vol_1_41,368670
superman_annual_vol_1_12,superman_annual_vol_1_1,385285
superman_special_vol_1_2,superman_special_vol_1,371451
thomas_wayne,castle_of_the_bat,358713
tristan_grey,prime_earth,351500
warbox,new_earth,355146
zeus,earth_s,363146
alexa,wonder_woman_2_9_movie,353828
alfred_pennyworth,earth_one,409016
archimedes_sin,wildstorm_universe,356319
arnold_hugo,earth_5_8,356257
arnold_hugo,earth_one,359310
arnold_hugo,scooby_doo_team_up,360439
arous,prime_earth,355530
asaf,prime_earth,353758
barbara_gordon,new_adventures_of_batman,359083
bernie_the_brain,earth_one,348610
bertrand_eldon,arrowverse,358461
billy_batson,dc_universe_online,381983
biron,earth_one,365111
bobo_t_chimpanzee,dceased,363785
bobo_t_chimpanzee,lego_batman,361392
bobo_t_chimpanzee,new_earth,366686
boka,earth_16,352095
brainiac,justice,363100
chloe_sullivan,smallville,441572
clifford_devoe,prime_earth,355753
computo,pre_zero_hour,356034
controllers,controller,359940
d_a_v_e,the_batman_tv_series,360970
doctor_impossible,new_earth,361149
dogg,dakotaverse,362751
dominators,dominator,361075
dominic_lanse,prime_earth,354521
edward_nygma,burtonverse,368627
edward_nygma,dc_animated_movie_universe,361539
elmo_the_dog,quality_universe,354450
erik_magnus,amalgam_universe,352747
ezekiel_the_cockroach,doom_patrol_tv_series,355252
george_washington,wildstorm_universe,361956
gnarrk,new_earth,358421
gnarrk,prime_earth,368065
gorilla_grodd,earth_3839,353278
gorilla_grodd,injustice,395122
grax,earth_one,362401
grodd,arrowverse,372556
grodd,earth_16,351614
habib_bin_hassan,wildstorm_universe,368233
hector_hammond,earth_32,351430
hector_hammond,earth_5_8,357536
hoppy,new_earth,362081
hugo_strange,the_batman_tv_series,363939
ingvie,prime_earth,357431
jeroen_thornedike,wildstorm_universe,373249
john_raymond,new_earth,356044
key,prime_earth,361825
know_man,new_earth,362448
lex_luthor,the_batman_tv_series,355373
lilith_clay,new_earth,379728
mallah,earth_16,362293
mallah,new_earth,386277
mallah,prime_earth,369956
miguel_devante,new_earth,362237
monsieur_mallah,earth_5_8,354577
niles_caulder,justice,355146
owlman,earth_three,369853
peter_cannon,earth_four,356563
praetor_lemnos,earth_prime,358972
professor_ojo,new_earth,357408
querl_dox,dcau,360001
radea,earth_one,353516
randall_dowling,wildstorm_universe,361297
rex_the_wonder_dog,new_earth,368014
robert_queen,prime_earth,379816
roscoe_dillon,new_earth,386271
samanda_watson,arrowverse,358119
senshe,prime_earth,355437
sev_tcheru,pre_zero_hour,354779
solomon,earth_s,364386
solovar,earth_16,350298
super_duper,earth_one,355410
synth,new_earth,352540
tactical_augmented_organism,wildstorm_universe,385358
tekka,new_earth,348776
temple_fugate,injustice,354802
thinker_ii,prime_earth,374269
thoth,new_earth,355538
topo,prime_earth,356755
ultra_humanite,earth_2,380670
v,v_for_vendetta,377055
vidar,pre_zero_hour,363863
vohc,new_earth,351435
william_fawcett,earth_276,356658
william_tockman,prime_earth,381067
xotar,new_earth,352459
xylon,new_earth,353599
black_wolf,new_earth,351986
bloodhound,earth_two,350826
cassandra_cain,prime_earth,414624
cerberus,scooby_doo_team_up,352531
cody_barrow,prime_earth,354941
congorilla,new_earth,359118
eccarius,preacher,357097
gloriana_tenebrae,new_earth,360287
henry_jekyll,league_of_extraordinary_gentlemen,360210
holly_hamden,old_lady_harley,350209
hunt,prime_earth,351888
kalibak,prime_earth,409998
kritter,new_earth,355574
krypto,earth_149,361838
krypto,pocket_universe,365933
lobo_the_duck,amalgam_universe,356681
megalodons,megalodon,353404
millions,new_earth,354907
proinsias_cassidy,preacher,371013
robbie_the_robot_dog,new_earth,355819
shaggy_man,new_earth,367062
shaggy_man,the_brave_and_the_bold,355155
superman_vol_1_416,superman_vol_1_41,393718
swiftmaw,new_earth,352491
thor_the_thunder_dog,new_earth,349183
tracer,earth_8,358293
tracker,new_earth,366075
wade_eiling,new_earth,405351
will_o_the_whiff,new_earth,346927
ace_the_bat_hound,krypto_the_superdog,355443
alan_scott,earth_22,371488
albrecht_krieger,earth_s,366761
albrecht_krieger,new_earth,380464
allen_adam,earth_4,358705
anastasio_corvo,new_earth,378639
berenice_yoon_milonas,prime_earth,355860
blaine_mcdonough,izombie_tv_series,367386
blanque,prime_earth,359869
bloodwynd,new_earth,365266
brother_grimm,new_earth,357896
bugala,new_earth,371556
carrie_cutter,new_earth,380783
carrie_cutter,prime_earth,356524
circe,future_state,356143
claire,izombie,351677
colin_nomi,prime_earth,357062
constance_d_aramis,new_earth,364576
d_grth,new_earth,357967
daybreaker,authoriteens,360255
diego_zhao,new_earth,360187
dmz,dakotaverse,359832
doctor_canus,new_earth,349608
drummer,wildstorm_universe,363293
edmund_dorrance,new_earth,376985
emp_of_khera,the_wild_storm,360679
flex_mentallo,new_earth,358432
frederick_danvers,earth_one,388045
gorilla_grodd,justice,369396
green_lantern,hal_jordan,443134
hath_set,arrowverse,400532
hershel_goldstein,wildstorm_universe,374695
hippolyta_milton,new_earth,354274
holly_granger,new_earth,372968
holly_hamden,prime_earth,351921
jack_hawksmoor,prime_earth,355629
jacob_de_witt,prime_earth,358310
jade_tice,prime_earth,352877
jall_tannuz,pre_zero_hour,364215
jared_kabe,prime_earth,359932
kal_el,cosmic_adventures,353778
kaliber_ii,new_earth,361583
kalista,new_earth,367881
kara_zor_el,cosmic_adventures,355865
katherine_kane,prime_earth,490063
key,new_earth,387530
klarmarians,klarmarian,357730
lana_lang,earth_one,369467
lana_lang,earth_twenty_six,359307
major_lilywhite,izombie_tv_series,362404
maria_de_guzman,impact,357867
midnighter,flowers_for_the_sun,362282
mister_combustible,prime_earth,356854
mythos,wildstorm_universe,364872
nemia,izombie,352001
nigel_archer,new_earth,351496
nissa,dcau,379697
patience_phillips,catwoman,357152
pax,new_earth,352724
peredur,new_earth,351864
probe,new_earth,350401
ramon_rand,dakotaverse,362444
rik_sunn,sun_devils,352291
sam_simeon,new_earth,362545
selina_kyle,earth_43,361310
shaggy_man_ii,new_earth,360769
shaggy_man_iii,new_earth,361309
shay_li_wylde,black_lightning_tv_series,371583
stalker,new_earth,378946
superman_vol_1_399,superman_vol_1_39,374814
sutri,earth_one,355494
terrence_mcginnis,lego_batman,361026
thomas_blake,new_earth,393493
thylacine,prime_earth,355183
tiny,arkhamverse,356447
tobias_rice,smallville,350635
ultraa,earth_prime,356835
val_armorr,trapped_in_time,350424
veronica_lopez,prime_earth,361640
zannah_of_khera,prime_earth,357966
adam_strange,new_earth,389724
andonis_bal,new_earth,352460
angry_charlie,new_earth,351812
argus,new_earth,352239
august_means,imaginary_fiends,353941
beppo,earth_one,360324
blackie,earth_one,358069
charles_mcnider,injustice,352507
charles_mcnider,new_earth,391602
chester_king,earth_one,357920
clark_kent,1941_superman_cartoons,366804
crazyface,new_earth,351368
elizabeth_chapel,new_earth,363012
elizabeth_chapel,stargirl_tv_series,356421
ethel_lynn_niwtyn,pre_zero_hour,359794
fuzzy_the_mouse,tiny_titans,361020
hades,new_earth,360210
henry_clover_jr,prime_earth,371623
james_gordon,prime_earth,407956
jo_nah,dcau,357292
kaala,lego_batman,358006
kal_el,atari_26_superman,348784
kal_el,earth_184,355435
kal_el,pocket_universe,378091
katar_hol,justice,362214
katar_hol,new_earth,371143
kelex,new_earth,358714
kon_el,future_state,370428
lee_hyland,new_earth,353807
lee_hyland,prime_earth,357971
lex_luthor,earth_167,362032
lin_canar,new_earth,363102
lin_canar,prime_earth,363239
lin_canar,the_nail,358903
melba_li,imaginary_fiends,353939
mirabai,new_earth,357195
nicholas_kovak,new_earth,365952
philip_reardon,earth_one,365945
philip_reardon,prime_earth,355903
pieter_cross,new_earth,384113
rac_shade,shade_the_changing_man_shorts,351745
rachel_steel,wildstorm_universe,354963
raymond_palmer,arrowverse,384868
regor,earth_two,354107
rhent_ustin,pre_zero_hour,348105
richard_tyler,new_earth,382742
robot_f2324,new_earth,356655
see_through,dead_earth,351380
selena_tubach_ii,motherlands,353111
sharon_parker,new_earth,365145
shayera_hol,justice,360254
skagerrak,earth_one,352374
slasher_the_falcon,new_earth,351028
superman_vol_1_2,superman_vol_1,380965
superman_vol_1_4_2,superman_vol_1_4,380734
superman_vol_1_4_3,superman_vol_1_4,378078
superman_vol_1_4_8,superman_vol_1_4,380404
superman_vol_1_41,superman_vol_1_41,372509
superman_vol_1_411,superman_vol_1_41,384511
superman_vol_1_422,superman_vol_1_42,374521
superman,earth_14,357183
superman_family_vol_1_177,superman_family_vol_1_17,392718
superman_s_girl_friend_lois_lane_vol_1_53,superman_s_girl_friend_lois_lane_vol_1_5,382523
t_b_harrah,earth_one,358071
ten_eyed_man,teen_titans_go_tv_series,349659
the_best_of_dc_vol_1_71,the_best_of_dc_vol_1_7,504980
thomas_monaghan,new_earth,381301
thomas_wayne,earth_2,387763
thomas_wayne_jr,earth_3,388041
thorndyke_thompkins,new_earth,353400
titano,earth_5_8,354220
titano,tiny_titans,356147
toto,earth_one,361873
zod,earth_15,352058
beelzebub,arrowverse,351370
belial,arrowverse,351125
gary_lester,arrowverse,365341
jesus_of_nazareth,new_earth,359330
alexander_sartorius,flashpoint_timeline,350091
death_man,prime_earth,371329
deke_durgan,just_imagine,357425
delia_pflaum,prime_earth,352768
derek_mitchell,new_earth,358446
garfield_lynns,the_batman_tv_series,363095
ghost_fox_killer,new_earth,353806
joseph_monteleone,arrowverse,357368
joseph_monteleone,flashpoint_timeline,351506
joseph_monteleone,prime_earth,365524
karrion,new_earth,345420
mano,dcau,359930
mano,legion_of_super_heroes_tv_series,348796
millie_rawlins,arrowverse,358479
mister_bones,new_earth,367527
mortalla,new_earth,353131
red_mask,new_earth,356104
robert_todd,prime_earth,365224
shondra_kinsolving,new_earth,364377
snowflame,new_earth,357886
termina,new_earth,349416
van_falkenberg,earth_s,354537
vitoria,new_earth,358132
william_walker,new_earth,369375
adam_constantine,vertigo_universe,370977
angela_hawkins_iii,new_earth,368490
angela_hawkins_iii,prime_earth,357090
angela_hawkins_iii,teen_titans_tv_series,354236
beast_men,beast_me,340441
c_th,new_earth,378825
corinthian,new_earth,355576
cornelius_stirk,new_earth,360559
cornelius_stirk,prime_earth,351765
deimos,warbringer,371529
deimos_god_of_terror,new_earth,355529
delores_stebbins,new_earth,364788
destiny,dc_animated_movie_universe,361887
enchantress,dc_extended_universe,364661
fright_knight,new_earth,351380
jenna_clark,dark_knight_dynasty,352203
john_dee,dcau,362209
john_mobley,prime_earth,359215
jonathan_crane,arrowverse,353914
jonathan_crane,nolanverse,370067
kamara,new_earth,372952
kyle_rayner,dc_legends,360904
merc,new_earth,350331
mind_s_eye,new_earth,349783
nemesis,warbringer,368219
phobia,wildstorm_universe,349867
phobos,new_earth,361182
phobos,warbringer,371532
princess_nightmare,dakotaverse,350178
ruin_of_the_dreaming,prime_earth,354769
scarecrow_s_fear_toxin,scarecrow_s_fear_toxi,369834
sinestro,dc_universe_online,364310
sinestro,emerald_knights,357907
sinestro,first_flight,362528
sinestro_corps,new_earth,386092
sinestropotamus,farm_league,351390
thaal_sinestro,injustice,380056
two_lobe,prime_earth,363186
viktor_mironov,prime_earth,351401
waylon_jones,nolanverse,363814
a_calculus,prime_earth,358364
ace,earth_22,348940
ace_arn,dcau,350174
achille_destinee,earth_one,360135
adam_blake,prime_earth,363821
adannu_fuginaut,prime_earth,349164
alessandra_fermi,wildstorm_universe,361209
alexander_luthor,injustice,382213
alexander_mason,earth_one,352351
alix_harrower,new_earth,375688
alix_harrower,prime_earth,352607
angel,teen_titans_tv_series,355699
angel_of_death,preacher,354129
angelica_smith,tiny_titans,348511
anna_fortune,new_earth,356364
annabeth_chamberlain,prime_earth,356118
annie_january,the_boys,352316
antipathy,new_earth,350319
apurna_chawney,dakotaverse,359611
ashley_halberstam,tiny_titans,348302
asteria,earth_1_98,349330
atlee,new_earth,361264
atlee,prime_earth,357446
atlee,titans_tomorrow,357794
atom_blake,earth_s,360115
atom_man,superman_smashes_the_klan,357758
atomic_knights,wonder_woman_tv_series,347014
aurora_trigger,amalgam_universe,351736
azrael,lucifer_tv_series,353073
azrael,teen_titans_tv_series,347053
b_calculus,prime_earth,356827
balloon_man_ii,earth_one,351513
barb_ell,earth_twelve,353055
baron_von_rakenstein,earth_one,367390
basil_karlo,the_brave_and_the_bold,354140
bat_mite,dcau,349567
bat_mite,lego_batman,358167
bat_mite,lego_dc_heroes,351913
bat_mite,prime_earth,368406
bat_mite,tiny_titans,356005
bat_mite_jr,earth_154,349754
beatriz_da_costa,dcau,362857
beatriz_da_costa,dceased,356524
beatriz_da_costa,justice_league_3,361086
beatriz_da_costa,justice_league_pilot,355717
beatriz_da_costa,new_earth,393065
beatriz_da_costa,prime_earth,374387
beatriz_da_costa,super_friends,358878
beatriz_da_costa,the_brave_and_the_bold,358832
beatriz_grey,amalgam_universe,354274
beauty_blaze,pre_zero_hour,376745
benjamin_reyes,prime_earth,370761
benn_pares,pre_zero_hour,351117
beppo,earth_5_8,355429
beppo,tiny_titans,361637
bernard_venton,new_earth,355668
big_barda,dcau,364818
big_barda,future_state,374218
big_barda,lego_batman,368067
big_red,earth_one,359363
big_red,new_earth,352793
billy_batson,adventures_of_captain_marvel_1941_serial,364145
biolord,earth_one,350625
bizarro,smallville,368349
black_orchid,earth_1_98,354667
black_orchid,super_friends,349725
black_vulcan,super_friends,355022
blank_slate,new_earth,347019
bleez,lego_batman,361912
bleez,new_earth,371277
blithe,new_earth,349078
bloodwynd,earth_16,350686
blue_fairy,fables,345904
blue_moon,new_earth,351272
blynde,new_earth,362273
boston_brand,damned,354233
boston_brand,deadman_shorts,350597
boston_brand,earth_22,357365
boston_brand,flashpoint_timeline,353974
boston_brand,future_state,360648
boston_brand,injustice,359390
boston_brand,lego_batman,360146
boston_brand,lil_gotham,350143
boston_brand,new_earth,391881
boston_brand,prime_earth,384876
boston_brand,scooby_doo_team_up,355513
boston_brand,the_new_order,346101
bozo_the_iron_man,new_earth,350083
bozo_the_iron_man,quality_universe,354572
brenn_bir,earth_one,357045
brion_markov,teen_titans_tv_series,350135
brother_jacob,prime_earth,353405
bruce_wayne,earth_1,391368
bruce_wayne,earth_17,354639
br_nhilde,earth_1,356424
bufkin,fables,351771
bumblebee,teen_titans_tv_series,366333
burden,prime_earth,355223
byakko,new_earth,361988
byron_shelley,prime_earth,353221
c_calculus,prime_earth,356939
cachiru,new_earth,352990
captain_comet,earth_9,348555
carbon_dioxide,the_brave_and_the_bold,357010
carla_moretti,new_earth,357913
carlos_quinones,dakotaverse,364922
carol_vance_martin,quality_universe,355291
carom,new_earth,355791
carrie_levine,team_titans,360694
carter_hall,dc_super_hero_girls_tv_series,355895
carter_hall,dceased,357512
carter_hall,smallville,379072
carter_hall,superman_batman,350848
cassandra_ii,wildstorm_universe,351556
cassandra_sandsmark,dceased,386580
cassandra_sandsmark,earth_3,359096
cassandra_sandsmark,earth_1,355256
ch_al_andar,teen_titans_tv_series,346192
charles_brown,dceased,356036
charles_brown,prime_earth,364741
charley_parker,earth_one,364565
chato_santana,prime_earth,382305
chay_ara_hol,dcau,366988
children_of_the_white_lobe,children_of_the_white_lob,349280
christopher_pike,new_earth,364595
chroma,prime_earth,359340
chrysalis,new_earth,358262
circe,dc_universe_online,361537
circe,dcau,362628
circe,justice_league_action,356816
clarathea,fables,350626
clark_wayne,earth_3839,367504
clay_irons,new_earth,365686
clay_irons,prime_earth,360533
cloak_of_cyra,cloak_of_cyr,343726
collins,enigma,367256
colonel_glory,new_earth,353945
comet,tiny_titans,358139
composite_superman,tiny_titans,358984
couch,teen_titans_go_tv_series,348459
craig_wallace,earth_abc,356451
crazy_shy_lolita_canary,new_earth,353690
creeper,prime_earth,369561
crimson_fox,powerless,348961
crow,deadman_shorts,348056
cybug,farm_league,351173
danette_reilly,new_earth,362825
daniel_william_ducannon,new_earth,366470
danii_melvin,doom_force,348320
dante,new_earth,367039
darla_dudley,flashpoint_timeline,366264
darling_come_home,doom_patrol_tv_series,360583
darrel_dane,earth_1,360631
davroth_catto,new_earth,353279
dawn_granger,dc_super_hero_girls,349071
dawnstar,dc_bombshells,349288
deacon_dark,new_earth,355723
deborah_morgna,tiny_titans,351443
derek_powell,arrowverse,358307
desira,earth_1,377166
diana_of_themyscira,crisis_on_two_earths,359679
diana_of_themyscira,dc_bombshells,366038
diana_of_themyscira,dc_super_hero_girls,366777
diana_of_themyscira,doom,354588
diana_of_themyscira,tiny_titans,363224
diana_prince,who_s_afraid_of_diana_prince,353633
diana_troy,mash_up,356198
dinky,new_earth,345476
discordia,prime_earth,351463
djinn,new_earth,376475
doctor_fate,post_rebirth,356622
doll_man_ii,earth_1,353033
donald_hall,lil_gotham,349489
donna_caprese,earth_1,362637
donna_troy,dc_animated_movie_universe,351757
donna_troy,filmation_adventures,354971
donna_troy,justice,353180
donna_troy,teen_titans_tv_series,356926
dracula,super_friends,352347
dragons,dragon,349730
drakul_karfang,new_earth,363759
drakul_karfang,prime_earth,363342
dreamslayer,dcau,350197
dreamslayer,new_earth,363230
drone,earth_one,345873
drury_walker,injustice,350787
duma,new_earth,357498
dwight_mason,new_earth,351210
earthquake_ii,new_earth,357359
ed_ilv,earth_one,359467
ekin_tzu,new_earth,355084
elaine_belloc,new_earth,360406
element_dog,prime_earth,358144
emil_lasalle,new_earth,369971
enchantress,dc_legends,356984
engineer,wildstorm_universe,358902
ephyra,new_earth,348626
epiphany,new_earth,357277
eros,new_earth,359059
eros,the_brave_and_the_bold,355856
euryale,new_earth,360605
ezra_gill,new_earth,354794
fairies,fairie,353107
fairy_queen,new_earth,350325
falcons,falcon,349548
faraday_strong,earth_abc,356167
fastbak,new_earth,373556
feathered_serpent,earth_two,359233
fiero,antimatter_universe,355165
fishy,new_earth,346372
flora_black,new_earth,358931
flyboy,dead_earth,352127
flying_fox,new_earth,360917
forager_ii,new_earth,369083
fred,earth_32,355992
fred_ghost_patrol,new_earth,354389
fred_ghost_patrol,scooby_doo_team_up,355076
gabriel,new_earth,371810
gabriel,prime_earth,366083
gabrielle_doe,the_brave_and_the_bold,349037
gar_katar,mash_up,354947
garrett_sanford,new_earth,365138
gaudium,new_earth,354912
ghast,scooby_doo_team_up,350152
ghost_patrol,new_earth,346164
gil_broome,green_lantern_animated_series,351494
giovanni_zatara,earth_16,358533
gloria_spaulding,the_wild_storm,352048
glorith_ii,pre_zero_hour,358055
glyder,superboy_tv_series,350442
goldie_the_gargoyle,new_earth,351245
golgotha,new_earth,364410
gray_lady,new_earth,353935
green_canary,dark_knight_of_the_golden_kingdom,348110
green_fairy,prime_earth,354914
green_fury,powerless,349724
green_ghoul,new_earth,352422
gregorio_de_la_vega,prime_earth,362401
gregory_the_gargoyle,new_earth,350713
griffins,griffin,347710
guardians_of_the_universe,new_earth,382713
hans_leckter,earth_8,357126
hans_metis,new_earth,354037
harpy,earth_one,357504
harrier,new_earth,356509
hawkgirl,dc_super_hero_girls,352238
hawkman,earth_22,350776
hawkman,lego_dc_heroes,351708
he_no,new_earth,350006
heatstroke,new_earth,352948
heatstroke,prime_earth,355901
heatstroke,thunder_lightning_shorts,354906
hector_hammond,prime_earth,365594
helen_shepherd,new_earth,354093
helena_kosmatos,new_earth,378954
helium_ii,prime_earth,347895
hellblazer,earth_13,366488
henchy,dc_legends,352261
henry_hall,lil_gotham,350456
henry_king_sr,prime_earth,355917
hestia,prime_earth,373567
homelander,the_boys,355768
honeybee,wildstorm_universe,355126
hootie_the_owl,stargirl_tv_series,355021
hooty_the_owl,new_earth,360111
horace_throstle,earth_one,356038
horatio_strong,new_earth,358507
horus,new_earth,355374
hotspot,new_earth,351464
hro_talak,dcau,372346
hro_talak,earth_16,353165
hurmizah,new_earth,356162
hymn,prime_earth,355639
hypnotic_woman,future_state,360135
hypomen,new_earth,347331
iae,future_state,376425
image_lord_of_order,new_earth,350870
infernal_core,prime_earth,351397
insect_queen,new_earth,363682
interceptor,earth_1_98,356499
inza_cramer,injustice,355577
isabella_fermi,wildstorm_universe,357571
isaiah_king,wildstorm_universe,361279
j_onn_j_onzz,the_batman_tv_series,366794
jack_from_jupiter,the_boys,352976
jack_o_lantern,powerless,352816
jack_spheer,new_earth,369014
jaime_reyes,flashpoint_timeline,348630
james_bronson,prime_earth,353952
james_corrigan,future_state,356168
james_craddock,dcau,355729
james_craddock,teen_titans_go_tv_series,357176
james_craddock,the_brave_and_the_bold,368092
james_craddock,the_new_order,347942
janet_petty,arrowverse,357638
jay_abrams,earth_8,363105
jay_abrams,new_earth,364905
jerry_the_winged_horse,future_state,352132
jesse_stipanovic,lois_clark,354618
joel_kent,earth_3839,358535
john_lone_eagle,earth_abc,356074
johnny_jr,wildstorm_universe,353938
joker_dragons,joker_dragon,354442
jonah,new_earth,345809
jonathan_crane,batman_vs_tmnt,360277
jophiel,prime_earth,356991
joseph_gardner,dcau,360737
joseph_silver,earth_one,357607
juan_templo,dakotaverse,349928
jumpa,prime_earth,353560
kal_el,riddle_of_the_beast,360219
kal_el,arkhamverse,355024
kal_el,earth_1938,353471
kal_el,tales_of_metropolis_shorts,359890
kal_el_jr,earth_154,359718
kara_kent,earth_3839,365880
kara_zor_l,superman_batman,352166
karb_brak,earth_one,356777
karel_wotan,earth_2,363777
karen_beecher,dc_bombshells,351179
karen_beecher,dc_super_hero_girls,356432
karen_beecher,tiny_titans,356425
karen_starr,dcau,354369
karnell,dark_multiverse,355572
katar_hol,dc_super_friends_web_series,353441
katar_hol,dcau,364170
katar_hol,earth_16,362558
katar_hol,futures_end,359893
katar_hol,injustice,358351
