character,universe,page_length
aya,green_lantern_animated_series,367462
biff,justice_league_action,354493
brainiac,brainiac_attacks,359209
brainiac,dcau,391226
brainiac,filmation_adventures,357794
brainiac,legion_of_super_heroes_tv_series,381328
brainiac,super_friends,362646
brainiac_13,tiny_titans,352601
brainiac_8,prime_earth,364108
brainiac_8,tiny_titans,353258
brainiac_a,earth_one,354877
brainiac_ii,tiny_titans,348725
brat,justice_league_action,354606
captain_clown,dcau,352526
chemo,metal_men_shorts,354316
dad,justice_league_action,355799
dad,last_christmas,352465
dj,new_earth,350812
dog,justice_league_action,353646
eradicator,booster_shot_future,359394
eradicator,booster_shot_timeline,361025
eradicator,dc_animated_movie_universe,376662
eradicator_ii,prime_earth,365246
extremo,vibe_shorts,351888
grant_haskill,earth_one,359941
grid,injustice,356521
hephaestus,dakotaverse,368758
iron,metal_men_shorts,356027
iron,new_earth,360220
iron,the_brave_and_the_bold,352562
j_a_k_e,prime_earth,357914
j_a_k_e_ii,flashpoint_timeline,354675
k3nt,legion_of_super_heroes_tv_series,354147
linda_lee_robot,linda_lee_robo,386638
lois_lane_robot,new_earth,359837
mazra_p_thrall_ii,prime_earth,352770
mercury,metal_men_shorts,355220
mercury,new_earth,359144
michael_carter,futures_end,348331
mom,justice_league_action,354568
nth_metal_hawkman,earth_44,354172
oracle_iii,prime_earth,356102
platinum,metal_men_shorts,354740
platinum,new_earth,359490
platinum,the_brave_and_the_bold,350197
platinum_man,new_earth,357861
puzzler,prime_earth,358746
querl_dox,tiny_titans,366115
red_inferno,earth_16,368303
red_torpedo,earth_16,366839
red_torpedo,new_earth,353363
red_volcano,earth_16,358884
red_volcano,new_earth,360563
roxy,new_earth,353474
scarface,the_batman_tv_series,362578
sis,justice_league_action,354570
super_duper,earth_5_8,355449
superman_robot,superman_robo,378292
tin,metal_men_shorts,355962
tin,new_earth,361341
toyboy,new_earth,352215
vixen,lois_clark,357282
vril_dox,earth_167,352409
vril_dox,earth_one,427191
wonder_woman_robot,wonder_woman_tv_series,357101
abaddon,new_earth,369543
aquamandrill,farm_league,353521
arthur_curry,tidebreaker,374501
atlan,dc_extended_universe,361593
atlanna,prime_earth,393520
atlanna,tidebreaker,375542
barbara_minerva,new_earth,393630
bast,new_earth,356405
bedbug,new_earth,350532
bernhard_baker,prime_earth,398444
bumblebee,teen_titans_go_tv_series,358270
crystal_creature,new_earth,359939
dianne_grayton,quality_universe,351063
drury_walker,the_batman_tv_series,362274
fauna_faust,new_earth,359336
fire_lord,new_earth,358416
glass_man,new_earth,358464
golden_roc,new_earth,356592
gorilla_grodd,batman_ninja,361374
gorilla_grodd,dc_legends,363736
gorilla_grodd,earth_5_8,365781
gorilla_grodd,hero_run,354639
gorilla_grodd,new_earth,390140
heqt,new_earth,351459
incubus,new_earth,355601
irene_janus,wonder_woman_tv_series,356039
jayden_revell,prime_earth,356223
jungle_king,pre_zero_hour,356667
lady_viper,earth_one,353847
lagoon_boy,prime_earth,385142
lupe,new_earth,346586
manitou_raven,new_earth,375410
mari_mccabe,injustice,361673
martin_berger,dakotaverse,367524
mercury_monster,new_earth,358540
michael_maxwell,new_earth,368237
michael_maxwell,the_brave_and_the_bold,359508
mouse_man,earth_one,353501
ocean_mother,last_52_multiverse,362521
otis_flannegan,new_earth,363185
pamela,new_earth,362499
pamela,superman_vs_the_elite,356115
professor_bubbles,new_adventures_of_batman,355324
rizzo_rattama,prime_earth,362223
sac,new_earth,353760
sasha_woodman,smallville,359748
stone_god,new_earth,359871
swarm,dakotaverse,350805
tannarak,new_earth,372006
tashenubaste,new_earth,349906
tef_holland,new_earth,368347
tigra_tropica,earth_two,350288
tina_kalkstein,dakotaverse,351401
tzin_tzin,new_earth,361689
ultra_humanite,new_earth,394011
vincent_harley,earth_four,352060
wood_king,new_earth,359659
abraham_langstrom,prime_earth,359006
aerie,dceased,357926
aerie,prime_earth,361352
alexia_santos,futures_end,355978
andrea_thomas,earth_s,357810
andrea_thomas,shazam_isis_hour,361921
artemis_goddess_of_the_hunt,new_earth,364061
arthur_curry,justice_league_action,364334
barbara_minerva,wonder_woman_tv_series,367088
bernhard_baker,injustice,353157
caipora,future_state,377542
clytemnestra,prime_earth,356165
coyote_old_man,ghostdancing,361054
diana_of_paradise_island,wonder_woman_tv_series,378407
diana_prince,wonder_woman_1974_movie,359289
dominic_mndawe,prime_earth,360699
eliza,new_earth,348813
garfield_logan,new_earth,393556
garfield_logan,tiny_titans,368318
herbert_hynde,new_earth,355197
jerry_noble,quality_universe,359557
kai,new_earth,358430
kirk_langstrom,prime_earth,387096
liam_mendoza,wildstorm_universe,359523
marcus_tiberius,new_earth,358389
mareena,hush_beyond,385060
mari_mccabe,arrowverse,366668
mera,dc_bombshells,363048
milan,prime_earth,350778
morgaine_le_fey,prime_earth,376136
mowgli,fables,351540
neptune_perkins,new_earth,375455
norda_cantrell,new_earth,373599
oenone,new_earth,380376
patrick_fitz,dcau,351088
phoebus_apollo,new_earth,361564
rima,earth_one,358057
rima,super_friends,355962
robert_langstrom,new_earth,402278
robert_langstrom,the_doom_that_came_to_gotham,353904
selina_kyle,new_earth,519870
sister_crow,ghostdancing,346043
white_buffalo_woman,ghostdancing,366222
ya_wara,futures_end,369539
ya_wara,prime_earth,378282
akando,prime_earth,366700
amaya_jiwe,arrowverse,368933
bernhard_baker,dc_universe_online,348278
bernhard_baker,dcau,350760
bernhard_baker,flashpoint_timeline,352035
bernhard_baker,futures_end,351465
bernhard_baker,the_nail,347363
bizarro_animal_man,new_earth,349891
chameleon,new_adventures_of_batman,362243
dark_opal,amethyst_shorts,353938
esi_jiwe,arrowverse,352305
garfield_logan,dc_animated_movie_universe,358791
garfield_logan,dc_legends,352900
garfield_logan,earth_1,354000
garfield_logan,flashpoint_timeline,348495
garfield_logan,injustice,354458
garfield_logan,teen_titans_go_tv_series,377509
garfield_logan,teen_titans_tv_series,379546
garfield_logan,the_new_order,355938
garfield_logan,time_in_goliath,349092
garfield_logan,titans_tomorrow,375346
jayna,super_friends,365754
jayna,teen_titans_go_tv_series,357364
kuasa,arrowverse,361860
mari,dc_bombshells,360143
mari_mccabe,justice_league_action,350260
mari_mccabe,new_earth,419680
mari_mccabe,teen_titans_go_tv_series,356140
master_of_games,teen_titans_tv_series,362212
michael_maxwell,dcau,355254
rex_rogan,earth_one,357487
tracer,dcau,350831
tracer,new_earth,357456
yolanda_montez,earth_2,374807
devlin_o_ryan,pre_zero_hour,359515
impasse,new_earth,347894
terri_eckhart,new_earth,355218
a_monn_a_mokk,new_earth,380529
a_morr,new_earth,376944
a_mortal,new_earth,385568
abra_kadabra,arrowverse,376856
abraxis,new_earth,358002
adrianna_tereshkova,wildstorm_universe,384331
alan_scott,earth_2,411620
alexander_luthor,prime_earth,466646
all_yang,prime_earth,362303
andrew_helm,earth_one,353592
anne_marie_flynn,arrowverse,366837
arlette_st_george,earth_9,350156
armek,new_earth,383796
asa,dc_animated_movie_universe,368364
ashley_addams,prime_earth,376281
b_arzz_o_oomm,earth_16,380949
b_rett,earth_one,377313
barry_metzner,earth_one,388223
bel_juz,earth_one,381033
benjamin_stoner,new_earth,376365
benn_blanx,earth_one,388011
burning_martians,burning_martian,375164
calvin_swanwick,dc_extended_universe,390690
cassandra_newland,wildstorm_universe,360680
cay_an,new_earth,380046
cha_rnn_o_zzm,prime_earth,382869
curse,new_earth,356716
cynthia_reynolds,new_earth,391516
d_all,new_earth,374767
d_kay_d_razz,new_earth,379986
dal_en,new_earth,374214
dawn_stiles,smallville,358499
death,earth_2,413139
drang,earth_one,387575
duke_of_deception,earth_two,359112
duncan_allenmeyer,smallville,356873
edgar_cizko,prime_earth,374159
felix_faust,justice_league_action,366319
fluxus,new_earth,383567
franco_bertinelli,prime_earth,358212
george_chance,earth_abc,360714
giovanni_zatara,new_earth,393954
green_martians,green_martian,382588
h_el,prime_earth,387280
h_ronmeer,new_earth,386316
helmet_of_fate,helmet_of_fat,379864
holly_ann_fields,prime_earth,362564
i_ching,prime_earth,365090
j_ahrl_j_onzz,new_earth,377029
j_en,earth_one,380346
j_onn_j_onzz,blackest_day,378273
j_onn_j_onzz,crisis_on_two_earths,383653
j_onn_j_onzz,dc_animated_movie_universe,384437
j_onn_j_onzz,dc_legends,385814
j_onn_j_onzz,dc_universe_online,381931
j_onn_j_onzz,dcau,396468
j_onn_j_onzz,doom,382866
j_onn_j_onzz,earth_22,378522
j_onn_j_onzz,earth_3,382360
j_onn_j_onzz,earth_16,379660
j_onn_j_onzz,earth_18,379443
j_onn_j_onzz,earth_21,396389
j_onn_j_onzz,earth_22,375415
j_onn_j_onzz,earth_3,376281
j_onn_j_onzz,earth_31,374953
j_onn_j_onzz,earth_4,380962
j_onn_j_onzz,earth_5_8,375572
j_onn_j_onzz,earth_d,378487
j_onn_j_onzz,flashpoint_timeline,378898
j_onn_j_onzz,futures_end,378748
j_onn_j_onzz,injustice,391751
j_onn_j_onzz,justice_league_action,379749
j_onn_j_onzz,justice_league_heroes,380084
j_onn_j_onzz,justice_league_pilot,382015
j_onn_j_onzz,justice,383360
j_onn_j_onzz,lego_batman,389386
j_onn_j_onzz,lego_dc_heroes,389806
j_onn_j_onzz,lil_gotham,380142
j_onn_j_onzz,man_of_tomorrow,376906
j_onn_j_onzz,new_earth,469003
j_onn_j_onzz,prime_earth,455423
j_onn_j_onzz,scooby_doo_team_up,378401
j_onn_j_onzz,smallville,407673
j_onn_j_onzz,super_seven,378038
j_onn_j_onzz,teen_titans_go_tv_series,379390
j_onn_j_onzz,teen_titans_tv_series,377540
j_onn_j_onzz,the_brave_and_the_bold,386846
j_onn_j_onzz,the_nail,379137
j_onn_j_onzz,tiny_titans,382410
jericho_wilson,titans_tv_series,364290
john_constantine,constantine_movie,369789
john_constantine,dc_animated_movie_universe,382273
john_constantine,futures_end,375460
john_constantine,prime_earth,454318
joseph_monteleone,new_earth,364629
joseph_wilson,prime_earth,394287
k_hym_j_onzz,dc_legends,372250
k_hym_j_onzz,dcau,400960
k_hym_j_onzz,new_earth,380242
k_hym_j_onzz,prime_earth,377820
k_hym_j_onzz,smallville,380485
k_hym_j_onzz,the_brave_and_the_bold,376954
k_hymm_j_onzz,crisis_on_two_earths,378425
karmang,earth_one,378294
katie_randles,prime_earth,361882
kay_challis,new_earth,389993
kent_nelson,new_earth,455938
khalid_ben_hassin,earth_2,389642
koriand_r,new_earth,404402
koth,new_earth,361100
la_salamanca,new_earth,355176
lawrence_trainor,doom_patrol_tv_series,395985
lisa_snart,lego_batman,363384
lisa_snart,prime_earth,382861
lucifer_morningstar,dark_genesis,375168
m_comm_m_orzz,earth_16,379511
m_gann_m_orzz,dc_legends,379785
m_gann_m_orzz,dc_super_hero_girls,378466
m_gann_m_orzz,dcau,382362
m_gann_m_orzz,earth_16,395085
m_gann_m_orzz,lego_batman,389954
m_gann_m_orzz,new_earth,402925
m_gann_m_orzz,prime_earth,395101
m_gann_m_orzz,smallville,380575
m_gann_m_orzz,the_new_order,375268
m_gann_m_orzz,tiny_titans,381707
m_gann_m_orzz,titans_tomorrow,399120
m_yri_ah,crisis_on_two_earths,378271
m_yri_ah,dcau,377567
m_yri_ah,the_brave_and_the_bold,376954
m_yri_ah_j_onzz,dc_legends,373337
m_yri_ah_j_onzz,new_earth,379012
m_yri_ah_j_onzz,prime_earth,379172
m_yri_ah_j_onzz,smallville,380751
m_yrnn_j_onzz,new_earth,378843
ma_alefa_ak,prime_earth,390039
ma_alefa_ak,the_brave_and_the_bold,378904
ma_alefa_ak_j_onzz,doom,384783
ma_alefa_ak_j_onzz,new_earth,386092
mamaragan,prime_earth,387012
manchester_black,prime_earth,370667
manitou_dawn,new_earth,365856
marcello_panetti,arrowverse,369545
marshal,earth_one,383701
martian,earth_1,371665
mica_kel,new_earth,378572
mordru,prime_earth,368376
nabu,new_earth,380414
nergal,new_earth,378832
nura_nal,earth_prime,385639
primaid,new_earth,384669
protex,future_state,378062
protex,new_earth,391650
rachel_roth,titans_tv_series,372096
raven,earth_1,352652
raven,future_state,370707
raven,lego_batman,366638
raven,new_earth,416278
raven,prime_earth,393407
raven,titans_tomorrow,368306
rebis,new_earth,390201
rebis,prime_earth,362732
richard_occult,new_earth,384060
roh_kar,earth_two,377385
roh_kar,new_earth,379463
rosacarnis,vertigo_universe,373144
saturnians,saturnian,385356
sax_gola,earth_two,379483
seven_deadly_sins,prime_earth,360891
sha_sheen_j_onzz,new_earth,376410
shawna_sunderland,swamp_thing_2_19_tv_series,362763
simon_petrarch,dark_genesis,373385
sir_william,earth_9,364159
swamp_thing,new_earth,453743
sy_rann,new_earth,372902
telok_telar,new_earth,376021
till_all,new_earth,378442
tronix,new_earth,385346
tye_longshadow,earth_16,351709
vartox,earth_one,373157
white_martian,antimatter_universe,378787
white_martians,white_martian,393251
william_zard,new_earth,380689
wotan,new_earth,377864
xolotl,prime_earth,375398
zenturion,new_earth,385422
z_m,new_earth,382971
angel_fish,earth_twelve,357004
aquaboy,tiny_titans,356241
aqualad,new_teen_titans_shorts,353536
aquawoman,earth_11,375901
arthur_curry,dc_legends,363086
arthur_curry,dceased,364380
arthur_curry,earth_12,374360
arthur_curry,earth_44,356861
arthur_curry,earth_184,353803
arthur_curry,earth_21,358821
arthur_curry,earth_22,371769
arthur_curry,scooby_doo_team_up,381839
arthur_curry_jr,justice,353307
arthur_curry_jr,new_earth,384815
arthur_curry_jr,tiny_titans,358452
arthur_joseph_curry,the_nail,357802
arthur_jr,dcau,377085
carcharodor,prime_earth,356373
cetea,prime_earth,359244
charybdis,prime_earth,361850
dolphin,prime_earth,393269
eeras,earth_two,380168
eochaid_bres,new_earth,363935
garth,dceased,357809
garth,earth_16,353339
garth,earth_21,359226
garth,earth_5_8,354030
garth,flashpoint_timeline,374235
garth,justice,352623
garth,titans_tv_series,358667
garth_bernstein,dc_super_hero_girls_tv_series,358238
gill_girl,teen_titans_tv_series,354704
hagen,new_earth,377134
hila,dc_bombshells,357326
hila,dc_legends,358859
hila,prime_earth,375026
idylists,idylist,361833
iqula,new_earth,362943
jurok_byss,prime_earth,357649
kadaver,prime_earth,369217
kae,prime_earth,356149
kaldur_ahm,earth_16,352942
kaldur_ahm,teen_titans_tv_series,356206
koah,prime_earth,355959
krush,prime_earth,381866
lagoon_girl,tiny_titans,359406
lammia,prime_earth,379320
leot,prime_earth,374928
leron,prime_earth,357916
loke,prime_earth,379963
lorena_marquez,earth_16,352478
lori,dark_multiverse,358951
lori_lemaris,earth_149,357206
lucia_hyde,prime_earth,365450
madame_langrock,prime_earth,357645
manlius,earth_two,353146
mer_man,earth_36,371175
mera,dc_legends,358140
mera,dceased,358537
mera,tidebreaker,376642
murk,dc_extended_universe,359579
murk,prime_earth,379713
narkran,new_earth,354020
nepto,filmation_adventures,350977
nereus,dc_bombshells,355960
nereus,dc_extended_universe,377862
nuada_silverhand,new_earth,363197
nuidis_vulko,prime_earth,390524
octavia,earth_two,379119
ondine,prime_earth,377858
orm_marius,dc_extended_universe,384124
orm_marius,dc_unchained,355876
orvax_marius,prime_earth,381201
ptra,earth_two,361227
queen_clea,earth_two,382252
queen_clea,new_earth,372362
rhodon,prime_earth,375637
rhombus,new_earth,355442
ronal,earth_one,357409
ronal,new_earth,363168
rowa,prime_earth,375219
ryus,prime_earth,360258
ryus,tidebreaker,373425
sark,prime_earth,355789
siron,prime_earth,373219
sontag_henya,earth_two,353001
swatt,prime_earth,373784
tempest,ame_comi,372309
thnita,prime_earth,372801
tula,new_earth,395516
tula,prime_earth,392752
underwaterman,earth_1,354649
urcell,prime_earth,386688
urn,prime_earth,373794
vulko,dc_extended_universe,376614
zeekil_neol,prime_earth,376788
rosalind_dillon,arrowverse,357037
vertigo,dc_animated_movie_universe,372861
werner_vertigo,earth_16,368999
werner_vertigo,flashpoint_timeline,349825
werner_vertigo,new_earth,385979
werner_vertigo,the_batman_tv_series,358046
werner_zytle,prime_earth,363887
agamemno,new_earth,369261
alexander_luthor_jr,earth_three,397854
alfred_protocol,earth_44,366070
amber_leroux,wildstorm_universe,351646
amoeba,earth_s,350795
angela_spica,wildstorm_universe,385161
atom,dc_one_million,351871
baron_bedlam_ii,new_earth,357126
basil_karlo,the_batman_tv_series,370497
billy_numerous,teen_titans_tv_series,356401
bizarro,new_earth,385757
bizarro_plastic_man,earth_29,357180
bloody_mary,fables,357460
bruce_wayne,earth_22,491768
bruce_wayne,earth_44,397686
carggites,carggite,352738
cary_richards,new_earth,355368
cassius_payne,new_earth,360586
catwoman_ii,hush_beyond,370879
christopher_champion,atari_force,358458
chroma,new_earth,362162
clifford_steele,prime_earth,403832
czarnians,czarnian,357546
danny_the_street,prime_earth,371770
danton_black,arrowverse,358629
danton_black,hush_beyond,356916
danton_black,injustice,346616
danton_black,new_earth,393284
danton_black,prime_earth,369659
dee_dee,dcau,368805
duplicate_man,earth_one,352254
durlans,durlan,409170
enchantress,prime_earth,410167
enya_wazzo,new_earth,363113
eon,prime_earth,359291
eskaton_demons,eskaton_demon,359660
ethan_bennett,the_batman_tv_series,379874
evil,earth_s,352883
frederick_von_frankenstein,superman_returns,349141
gerome_mckenna,new_earth,358250
gray_man_i,new_earth,360257
gray_man_ii,new_earth,356850
henry_hall,new_earth,415499
hyve,new_earth,353481
ian_randall,smallville,357861
insectoids,insectoid,345462
jaina_hudson,prime_earth,362755
jinny_hex,prime_earth,376231
john_corben,new_earth,420035
john_marlowe,the_batman_tv_series,357867
joker_2,the_batman_tv_series,363078
jonathan_osterman,watchmen_movie,389253
jonathan_osterman,watchmen,456442
joseph_meach,earth_one,380633
kal_el,strange_visitor,387369
karaku,prime_earth,356164
kryptomites,kryptomite,354386
liseth_vok,prime_earth,358770
lobo,american_alien,361506
lobo,batman_lobo,360714
lobo,dcau,376426
lobo,earth_16,364762
lobo,injustice,393347
lobo,new_earth,434664
lobo_ii,prime_earth,403788
luornu_durgo,earth_prime,358695
luornu_durgo,post_zero_hour,362875
lyla_michaels,pre_crisis,374371
lyla_michaels,superman_batman,351258
manuel_lago,prime_earth,359254
martian_manhunter_ii,future_state,359255
matthew_hagen,dcau,374208
michael_maxwell,teen_titans_go_tv_series,349960
missile_men,earth_one,365102
mister_amoeba,earth_twelve,352301
namma,prime_earth,391948
nathaniel_adam,prime_earth,386610
patrick_o_brian,prime_earth,377897
paul_morris,dakotaverse,363873
perpetua,sixth_dimension,414743
ph_yzzon,new_earth,358805
phalanx,new_earth,349885
plasmus,teen_titans_tv_series,360091
plasstic_men,earth_1,359080
plutonium_man,new_earth,362646
pralaya,prime_earth,355580
raven,teen_titans_go_tv_series,379845
reggie_meyer,prime_earth,373401
reprise,dakotaverse,374444
repro,new_earth,351648
rex_mason,new_earth,409492
richard_swift,prime_earth,383518
saahira,wildstorm_universe,358574
schlangenfaust,soul_of_the_dragon,360510
silent_majority,new_earth,363522
silent_majority_ii,new_earth,350960
silica,new_earth,372929
simon_ecks,earth_16,354220
simon_ecks,prime_earth,362039
source,teen_titans_go_tv_series,352623
source,teen_titans_tv_series,353537
star_conquerors,star_conqueror,342673
starro,earth_16,349441
starro,prime_earth,371598
susan_lang,futures_end,360867
swarm,new_earth,351624
symbeasts,symbeast,350285
tamaraneans,tamaranean,394719
ten_of_hearts,dcau,351480
termite_queen,earth_two,359289
terrence_thirteen,danny_s_dream,348680
tetrad_force,new_earth,351031
tinya_wazzo,post_zero_hour,394890
uncle_sam,new_earth,386625
upside_down_man,dark_multiverse,379556
velorpians,velorpian,347878
vril_dox_i,new_earth,444606
wallace_johnson,new_earth,363552
waylon_jones,prime_earth,411246
worm,new_earth,352095
wyld,new_earth,359082
xan,earth_one,370194
yang_kei_ying,new_earth,356946
yang_kei_ying,prime_earth,351020
zou_kang,new_earth,361347
alec_holland,new_earth,377556
amunet_black,new_earth,432642
amunet_black,prime_earth,356773
axel_asher,marvel_universe,358391
chemo,dc_universe_online,355601
chemo,dcau,353519
chemo,new_earth,373667
chemo,the_brave_and_the_bold,359924
clayface_s_hand,harley_quinn_tv_series,350311
clifford_battles,earth_one,350570
deimos_god_of_terror,prime_earth,367188
echidna,prime_earth,357903
eric_strauss,new_earth,361544
infinity_man,futures_end,368555
infinity_man,prime_earth,387631
linda_strauss,new_earth,362191
matrix,pocket_universe,403349
phobos,prime_earth,368940
rachel_berkowitz,earth_one,393924
ronald_raymond,justice_league_action,367883
shadow_demons,shadow_demon,356842
alexander_luthor,earth_3,384879
batzarro,lego_batman,356991
batzarro,lego_dc_heroes,351833
bizarra,earth_29,382703
bizarra,lego_batman,356994
bizarra,lego_dc_heroes,352088
bizarress,prime_earth,356389
bizarrfo,farm_league,351780
bizarro,all_star_superman,359152
bizarro,dc_super_friends_web_series,357405
bizarro,dcau,371910
bizarro,earth_23,355638
bizarro,earth_149,356420
bizarro,earth_3,368007
bizarro,earth_423,359984
bizarro,earth_5_8,362753
bizarro,earth_one,394521
bizarro,injustice,360058
bizarro,justice_league_action,357188
bizarro,justice,363961
bizarro,lego_batman,366062
bizarro,lego_dc_heroes,361837
bizarro,lil_gotham,353316
bizarro,scooby_doo_team_up,386836
bizarro,super_friends,361523
bizarro,superboy_tv_series,354143
bizarro,tales_of_metropolis_shorts,358195
bizarro,tiny_titans,369344
bizarro,trapped_in_time,358903
bizarro_all_star,dcau,353378
bizarro_aquaman,earth_5_8,357352
bizarro_arsenal,new_earth,351928
bizarro_atom,new_earth,348766
bizarro_batman,dcau,352435
bizarro_batman,earth_5_8,356209
bizarro_batman,earth_one,362333
bizarro_batman,lil_gotham,352730
bizarro_beast_boy,tiny_titans,349339
bizarro_big_barda,new_earth,352054
bizarro_brainiac,new_earth,353461
bizarro_catwoman,new_earth,350067
bizarro_cyborg,tiny_titans,350733
bizarro_doctor_fate,new_earth,349140
bizarro_fire,new_earth,355219
bizarro_flash,earth_5_8,355377
bizarro_girl,tiny_titans,356046
bizarro_green_lantern,earth_5_8,359503
bizarro_hawkgirl,new_earth,358713
bizarro_hawkman,earth_one,358618
bizarro_i,new_earth,373019
bizarro_ice,new_earth,351745
bizarro_ii,new_earth,358297
bizarro_ii,prime_earth,374576
bizarro_jimmy_olsen,earth_5_8,352833
bizarro_jimmy_olsen,earth_one,357168
bizarro_krypto,earth_5_8,350622
bizarro_krypto,earth_one,356848
bizarro_lex_luthor,earth_one,348332
bizarro_lois_lane,earth_5_8,353329
bizarro_lois_lane,earth_one,350164
bizarro_match,tiny_titans,351170
bizarro_mister_miracle,new_earth,352295
bizarro_mxyzptlk,earth_one,350947
bizarro_perry_white,earth_5_8,353342
bizarro_perry_white,earth_one,362569
bizarro_robin,tiny_titans,349815
bizarro_rocket_red,new_earth,352080
bizarro_starfire,tiny_titans,349300
bizarro_superboy,earth_one,362882
bizarro_superboy_ii,pre_zero_hour,357532
bizarro_supergirl,earth_one,365814
bizarro_supergirl,new_earth,382634
bizarro_titano,earth_one,350592
bizarro_wonder_woman,earth_5_8,358232
bizarro_wonder_woman,earth_one,356096
bizarro_yellow_lantern,earth_one,355768
bizarro_zatanna,new_earth,349694
bizarro_jr,earth_5_8,350699
bizarro_jr,earth_one,355373
bizarro_batman,earth_29,359824
bizarro_girl,new_earth,397374
bizarro_green_lantern,earth_29,360757
bizarro_lois_lane,earth_29,355712
bizarro_metamorpho,earth_29,353796
bizarro_mister_terrific,earth_29,353242
bizarro_phantom_girl,earth_29,355672
bizarro_sinestro,earth_29,356200
bizarro_superboy,earth_29,356353
bizarro_superman,earth_29,369503
boy_beast,teen_titans_go_tv_series,357901
brutaal,earth_2,393994
cyzarro,lego_batman,356712
cyzarro,lego_dc_heroes,353254
duck_zarro,tiny_titans,351274
erifrats,teen_titans_go_tv_series,357853
greenzarro,lego_batman,361338
greenzarro,lego_dc_heroes,353579
grobyc,teen_titans_go_tv_series,357386
kent_connor,new_earth,377755
kent_connor,tiny_titans,364315
kon_el,earth_16,350722
metallo,earth_29,354025
nevar,teen_titans_go_tv_series,357747
new_bizarro,earth_one,354089
nibor,teen_titans_go_tv_series,358147
s_1,new_earth,367108
sramian_snitch,earth_29,354724
subject_a,prime_earth,354954
subject_b,prime_earth,369387
abel_tarrant,green_lantern_animated_series,354898
abel_tarrant,new_earth,373257
abel_tarrant,prime_earth,354758
ariadne_pinxit,new_earth,351865
jeremy_tell,arrowverse,355866
jeremy_tell,new_earth,365167
jeremy_tell,prime_earth,355824
john_oakes,new_earth,361260
john_oakes,prime_earth,352222
mark_richards,flashpoint_paradox,354116
mark_richards,flashpoint_timeline,348219
mark_richards,new_earth,369567
mark_richards,prime_earth,359240
mark_richards,the_brave_and_the_bold,352291
tats,prime_earth,351089
tattoo_ii,new_earth,347247
alexei_luthor,earth_two,381381
arthur_penn,gotham,382350
bruce_the_hyena,dc_extended_universe,353771
dennis_colt,earth_spirit,353641
harleen_quinzel,dc_extended_universe,386967
harleen_quinzel,dcau,398078
harleen_quinzel,harley_quinn_tv_series,383873
harleen_quinzel,scooby_doo_team_up,362211
irwin_schwab,lego_batman,356495
jeremiah_valeska,gotham,401537
joker,arkhamverse,394901
joker,dc_extended_universe,379238
joker,dcau,419495
joker,earth_3839,356510
joker,earth_two,419253
joker,harley_quinn_tv_series,378817
joker,new_earth,477438
joker,prime_earth,464835
joker,scooby_doo_team_up,364721
joker,the_brave_and_the_bold,385235
joker_jr,prime_earth,364250
lazarus_lane,new_earth,368823
lazarus_lane,prime_earth,352658
oswald_cobblepot,gotham,402014
selina_kyle,batman_1966_tv_series,383195
selina_kyle,burtonverse,374407
selina_kyle,gotham,382440
condo_arlik,pre_zero_hour,385224
hadru_jamik,pre_zero_hour,381442
queega_semk,pre_zero_hour,374680
asami_koizumi,earth_16,353146
benjamin_turner,new_earth,430382
bruce_wayne,new_earth,848293
kong_kenan,prime_earth,393550
richard_drakunovski,new_earth,387360
science_spire,science_spir,345002
victor_sage,new_earth,406826
wizened_sage,new_earth,350052
alec_holland,dc_animated_movie_universe,355753
alec_holland,dc_legends,357929
alec_holland,dcau,367322
alec_holland,dceased,365543
alec_holland,injustice,367759
alec_holland,justice_league_action,360678
alicia_collins,new_earth,366349
benedict_booker,prime_earth,358389
blackbriar_thorn,earth_16,356623
blackbriar_thorn,new_earth,372591
blackbriar_thorn,prime_earth,352130
bog_venus,new_earth,354960
botanist,dakotaverse,350041
brother_jonah,prime_earth,365389
chang_ming_zu,prime_earth,394338
circe,earth_two,357376
commius,prime_earth,358368
cyrus_gold,earth_two,383782
deadfall_ii,new_earth,352758
demeter,prime_earth,375620
diane_dorst,new_earth,357271
dryads,dryad,353141
edward_dane,wildstorm_universe,357088
felix_faust,dcau,363878
ferak,new_earth,350467
flora_hershfeld,wildstorm_universe,354951
frederick_delmar,new_earth,361216
ghost_hiding_in_the_rushes,new_earth,353301
gloria,smallville,354170
gog_i,new_earth,366648
green_of_the_rainbow_raiders,new_earth,353155
hazel,prime_earth,351133
isaac_fisher,new_earth,354034
ivy_pepper,gotham,363516
jason_woodrue,prime_earth,392215
jason_woodrue,swamp_thing_2_19_tv_series,366495
jinx,lego_batman,357745
john_constantine,lego_batman,361284
jon_haraldson,prime_earth,361647
june_moone,lego_batman,372267
kettle_hole_devil,new_earth,353225
lady_weeds,prime_earth,391910
liana,earth_six,351405
maya_of_the_dryads,new_earth,356439
mayflower,new_earth,353470
mister_green,quality_universe,352055
moz_ga,prime_earth,356883
nathaniel_heywood,arrowverse,377686
osiris_god_of_the_dead,new_earth,355350
pamela_isley,ame_comi,354763
pamela_isley,arkhamverse,371443
pamela_isley,arrowverse,356280
pamela_isley,batman_ninja,355721
pamela_isley,batman_vs_tmnt,361278
pamela_isley,burtonverse,395100
pamela_isley,created_equal,347569
pamela_isley,dc_animated_movie_universe,362809
pamela_isley,dc_legends,357684
pamela_isley,dc_super_friends_web_series,356830
