t,x,y,z
0,0.9990275420722252,-7.786112995401596e-4,-9.265936778587029e-5
0.01,0.999399646806212,0.0018364549674244966,4.466031456613794e-4
0.02,0.9984852555657893,0.004139281834552784,3.4875128480860087e-4
0.03,1.0008722666278322,0.006077411558743545,7.085820425977806e-4
0.04,0.9996291226631729,0.011880374460359184,3.666694376476324e-4
0.05,1.0003903608054006,0.013228632125431945,7.4550668951051e-4
0.06,0.9987934074906817,0.01372352335147538,-0.0015542008104635632
0.07,1.0008227675295118,0.01812301140711025,-8.485578182008076e-4
0.08,1.0002919363207545,0.019413188523647866,-6.299304764370171e-4
0.09,0.9998683957986171,0.0208520902163945,-6.315242221728661e-4
0.1,0.9994173460102757,0.0251129963766717,-7.624021792022897e-4
0.11,0.9998724666626125,0.02607277019882626,-7.989242855191918e-4
0.12,0.9988628148656878,0.03021810389158372,3.8475459367562327e-4
0.13,0.9991485524478464,0.03282752405685106,-2.1987956254230958e-4
0.14,0.9988330111817063,0.033441336672738,-0.0023128655773957474
0.15,1.0004576916445815,0.03710390225527553,4.971012104214868e-4
0.16,0.9985787912169152,0.036763571997010906,-0.0014261222353947937
0.17,0.9981248925736776,0.04052037884548401,-0.00013823936263553492
0.18,0.9985110678865735,0.04428193918302606,9.634995176594449e-4
0.19,0.9982816240839738,0.046287296454584625,9.243598631968662e-4
0.2,0.9987459879615745,0.04725498487156645,3.145092718579012e-4
0.21,0.9983330135945162,0.04780239742331585,0.00189267371125489
0.22,0.9975573614907263,0.05080947036139472,-5.683241052867828e-4
0.23,0.9986376417843881,0.05328861367749298,-9.801282225652675e-4
0.24,0.9993177628429456,0.053526158083446886,9.397280977105006e-6
0.25,1.0006173334449007,0.05609810814361273,-7.012898884801004e-4
0.26,0.9985688179886121,0.058042397543573467,0.0010766311321032578
0.27,0.9989794922804751,0.058792634501881595,-3.3648924998948087e-4
0.28,0.9976008943104766,0.06056208374014536,-0.0012038719625793064
0.29,0.9985176966260113,0.06356075880098637,-3.844663770131364e-5
0.3,0.9974293401246171,0.06376379927150472,-0.0010281436433396294
0.31,0.9971819446871856,0.06531504968817103,0.0016351759463949021
0.32,0.9969820891508177,0.06851149656592621,2.831079460350288e-4
0.33,0.9961004184357234,0.06874572264473959,0.0023566435780585384
0.34,0.9971359653710774,0.06902439685041253,0.0020319187592744608
0.35000000000000003,0.9976236713322391,0.07203397483480214,-6.526724784700578e-4
0.36,0.9971266967537732,0.07198784290408525,-6.126152540372238e-4
0.37,0.997312111582372,0.07164728151792496,-8.727504391685605e-4
0.38,0.9977658234943672,0.07290891898775506,0.0012324086251830643
0.39,0.9957551606102898,0.07768677939358312,-5.532145070597116e-4
0.4,0.9979169551316986,0.07418740333146268,-0.0013401784608292203
0.41000000000000003,0.9964303324139377,0.07720956395369835,9.39113205567492e-5
0.42,0.9962145091404815,0.0775050096014117,0.0011964375540615797
0.43,0.9980268113045218,0.0781533661382994,3.1913464485110816e-4
0.44,0.9964697075047435,0.077716247161089,8.914478772147013e-4
0.45,0.9948184074554992,0.07982467161509013,1.092524136773529e-4
0.46,0.996186666914675,0.08016276828963818,-1.2371785978686602e-4
0.47000000000000003,0.995403307789773,0.07820638125369787,-1.6905584899086487e-4
0.48,0.9966381903833503,0.07956611380148108,2.828151188477489e-4
0.49,0.9979195197021499,0.07889748821404335,-0.0030381487633712274
0.5,0.9956554909218351,0.08151997556408798,9.316146265847319e-5
0.51,0.995870250473956,0.08060342050766565,8.576717114292381e-4
0.52,0.9973354493209191,0.08051399903863134,-8.452035606028034e-5
0.53,0.9970521679990121,0.0798153917711978,-2.833969348554735e-4
0.54,0.9982432739037262,0.07863427789495371,-8.392021690156147e-4
0.55,0.9972131348434421,0.07875810331392417,-4.925091375547684e-6
0.56,0.9953432167616914,0.07980340944453741,0.001686487561355511
0.5700000000000001,0.998230447273271,0.0789854511676633,0.0010482610200421413
0.58,0.9988545631574016,0.07764861020991028,-2.7612687957696205e-5
0.59,0.9957655952910164,0.07484855507359817,4.825987870692799e-4
0.6,0.9975716901279446,0.07729698497640898,-7.646954159937259e-4
0.61,0.9948009972787918,0.07502718157617701,0.0019913784221676618
0.62,0.9965197227668061,0.07379894300720968,3.442214536593226e-4
0.63,0.9975976307127338,0.07282460413405203,-4.7780130935293544e-4
0.64,0.9980189044976695,0.07234689535631127,-8.555056919992174e-4
0.65,0.9974877171347891,0.07075830698532258,-0.002729707735985813
0.66,0.9970592599096446,0.0699285384539852,-3.8131999037299767e-4
0.67,0.9967235596117416,0.06796001293595828,2.4403779292087854e-4
0.68,0.9989301407169888,0.0677621758282625,0.0015166913124127302
0.6900000000000001,0.9977282344590047,0.06576861277522159,-8.941665605328782e-4
0.7000000000000001,0.9966377412030185,0.06591779535425529,-6.927162173647229e-4
0.71,0.9961608400365952,0.06349206696170535,4.0833413513288004e-5
0.72,0.9981728610168115,0.06122932405470971,-6.754695494274397e-4
0.73,0.9986314435939636,0.06158931598088487,-0.00242739537164568
0.74,0.9977609932609683,0.05813002278562438,0.0017384164401423345
0.75,0.9980755304585577,0.058229414151183,-1.3120779529986938e-4
0.76,0.9989615584250645,0.05530893159800194,-0.001439667425449155
0.77,0.9996840238923117,0.05286245391949971,-3.71096639656602e-4
0.78,0.9983761117805979,0.053082279735304265,8.936632607169713e-4
0.79,0.9999935825253492,0.04802127318104453,0.0010913479763415249
0.8,0.9987666806623635,0.04714555447056816,-0.0015491589146757394
0.81,0.9985017156927994,0.045442393819886906,-8.080855470988499e-4
0.8200000000000001,0.9995819448372261,0.04411231470069089,-4.687225734438526e-5
0.8300000000000001,0.9995724267767767,0.041746956055668714,7.859346246018237e-4
0.84,0.9995876513542777,0.04023787985770114,0.0017870699950049487
0.85,0.9984360338360307,0.03678161710796063,-0.0026548604268350068
0.86,1.0013840041057085,0.034838364730637096,1.6829727779361497e-4
0.87,0.9994816581543372,0.030969771847088847,-0.0015082204086738307
0.88,0.9988800263393185,0.030028773969214523,0.0012125838498592847
0.89,1.0005866949962883,0.030963126063440913,0.001302601905305647
0.9,1.0010645655183048,0.02699596815794049,-3.2404009668054226e-4
0.91,0.9976299939852213,0.024891833171550467,-1.9753857397144452e-4
0.92,1.0005003484495545,0.02143291376367021,5.265451291310607e-4
0.93,1.0004409818529172,0.017868129860781803,1.6445385358055954e-4
0.9400000000000001,1.001136242283924,0.01439501869367124,0.0011264151295627533
0.9500000000000001,1.0004898047123465,0.01596795281573837,-0.001777296353607973
0.96,1.000058591432475,0.011232195785360354,-3.4706663929189496e-4
0.97,1.0007597958042822,0.0075315170058483155,2.3814935618812354e-4
0.98,1.0023512812109272,0.006027503037345526,-5.872701952427284e-4
0.99,0.9994717412823296,0.0032703025929747553,8.310946773345867e-5
1,0.9993562312673152,0.0012131997783855733,1.1017209998235779e-4
1.01,0.9994967117610302,-0.002132607448477956,3.67577257059495e-4
1.02,1.0007708953227257,-0.0033672065916695464,-0.0013194261299189307
1.03,1.0003413547544047,-0.004466276073301658,-0.0015788546955578962
1.04,1.0017487345790224,-0.009728245920338632,0.0016210158703783319
1.05,1.0001694265003633,-0.011641311321705363,4.813537327984743e-4
1.06,0.9995386053567221,-0.014295500082081788,0.0016397976724976
1.07,0.9994241081090413,-0.015661455099463584,0.0021983054280147666
1.08,1.001205051344681,-0.016832451680100956,-0.001038984733988461
1.09,1.0000277181253614,-0.023516924442904263,-0.0011969129058285936
1.1,0.9990446798937208,-0.022709569508726202,6.016571621511034e-4
1.11,1.001376960939719,-0.026617416812617277,-4.4345287642467176e-4
1.12,1.0008202771538555,-0.027342221298474655,9.89693498097422e-4
1.1300000000000001,0.9989958570374842,-0.02945315994587677,4.26065342463039e-4
1.1400000000000001,0.9978180397397453,-0.03344254798399925,-9.68149250234967e-4
1.1500000000000001,0.9998486563142116,-0.03614443148294646,-5.9576187221982275e-5
1.16,0.9975856636205317,-0.037871428535659994,-8.974080276453803e-4
1.17,0.9976770031274911,-0.03871604858655802,-6.498347568987039e-5
1.18,1.0005005225850199,-0.04253987778355358,-0.0011824194852975169
1.19,1.000038829063644,-0.045263319264035186,1.233457142558073e-4
1.2,0.9996791379375466,-0.04525307816944209,2.0507929266502703e-4
1.21,0.9982792811411929,-0.050008858447348446,4.3469529538422676e-4
1.22,0.9980584053973837,-0.04993486968352907,-3.174788025493833e-5
1.23,0.9993471168655048,-0.05255269951581559,0.0013812695299449769
1.24,0.9967129291821846,-0.05486772125671495,-1.0134030819518919e-4
1.25,0.9995529168996078,-0.055256362915137976,-3.6163775268323637e-4
1.26,0.9967424155867527,-0.05747153504050828,-8.456165503255475e-4
1.27,0.999868192342679,-0.05894558752143261,-0.0010141901379794745
1.28,0.9993674478733052,-0.061079049965276966,0.0010481480507213419
1.29,0.9973689947309998,-0.06224852519510522,-5.285891173834393e-4
1.3,0.9972617155073892,-0.06493220007055002,-5.840618929356961e-4
1.31,0.9978968140222547,-0.0657819584652436,-3.572709196208672e-4
1.32,0.9978598704305481,-0.06700122670921395,-5.487418783451588e-4
1.33,0.9988074662618749,-0.06774819147325022,-0.001795465639426624
1.34,0.9984483938548431,-0.0696584547496607,-8.439747881083343e-4
1.35,0.9976182146138385,-0.07009450335634519,-0.0012307666325931765
1.36,0.9976579555719292,-0.07368186621175009,5.129659779535562e-4
1.37,0.9976640474855232,-0.07280807548124564,-2.0460424179455933e-4
1.3800000000000001,0.9981360234630481,-0.07455515195698842,6.807938265035855e-4
1.3900000000000001,0.9964759715404915,-0.07447049267218081,-7.153973664479717e-4
1.4000000000000001,0.9964524584433883,-0.0757395941056984,0.002516708224888245
1.41,0.9969511930898255,-0.07612190509331132,4.844995798658899e-4
1.42,0.9963894535992889,-0.07685679096306075,0.001506742702630525
1.43,0.9973019728166437,-0.07638249852426353,1.1860932147850332e-6
1.44,0.9968220096409565,-0.07755568784004051,7.121348175528818e-4
1.45,0.9959966470398076,-0.07748128336966023,-0.0021766186454051837
1.46,0.9967915014599119,-0.07839568807903445,8.546179190377501e-4
1.47,0.9969659302538063,-0.07965640008713648,1.1652418749786452e-4
1.48,0.9975403345738609,-0.07741903234104863,0.0014252854314708357
1.49,0.9955432668197807,-0.0785653412155131,-0.001203123121941874
1.5,0.9993065918140089,-0.07853002481874978,9.184902442902209e-4
1.51,0.9961710695131307,-0.08077157995905174,-1.6324363937111555e-4
1.52,0.9972773403903864,-0.08068149888508307,0.0014422093854254486
1.53,0.998181465224515,-0.07905613218302383,-7.681589363550457e-4
1.54,0.9959744250503618,-0.08039156425214818,0.0027806779732176845
1.55,0.9966189642940935,-0.0786402499066999,3.3951766579808204e-4
1.56,0.9977463977408266,-0.07813598439984823,0.0015506123032668958
1.57,0.9958486286093775,-0.07665067104828514,2.516686451340706e-4
1.58,0.9985697291427111,-0.07726959942494607,-3.861931823274784e-4
1.59,0.9964030212433636,-0.07677361198880664,8.902024225748476e-4
1.6,0.9966477065395605,-0.07501784218439464,-0.0011940845753010449
1.61,0.9979602468738771,-0.07446861720394765,3.8009499461481134e-4
1.62,0.9975224587368249,-0.07437393369305481,-0.0013762942408639324
1.6300000000000001,0.9993364495912166,-0.07379444770714697,-0.001660366891256804
1.6400000000000001,0.9978477346171181,-0.07296428443338461,-0.001710613855258469
1.6500000000000001,0.9964400895709419,-0.07254894471332825,-0.0014876119142335316
1.6600000000000001,0.9986807864935792,-0.07097476599958215,-3.678104627463495e-5
1.67,0.9968338460222804,-0.0710741155185581,2.8509830794070187e-4
1.68,0.9974565157994877,-0.06813740822056849,6.049665523204241e-5
1.69,0.998410603296354,-0.06791490876571113,7.935104890772646e-4
1.7,0.9980791782343577,-0.06597979860903226,9.882268965103439e-4
1.71,0.997712698713223,-0.0656344682387326,0.002296793756584579
1.72,0.9975058551745521,-0.06221072066275097,-0.001251983649485872
1.73,0.9975491224206927,-0.06114593118283668,0.001287364185351546
1.74,0.9979690323013612,-0.05959731379617928,0.0021334023800573913
1.75,0.999177587772112,-0.05797646464968696,0.0016551803844638208
1.76,0.9981033552019957,-0.05678234117892949,-0.0012738493526578104
1.77,0.9980093413043989,-0.05475515652794276,-7.780029284486195e-4
